Identificativo;Tipologia;Essenza;Disposizione;Posizione;Portamento;EssenzaStorica;DataCensimento;AltezzaPrimoPalco;RangeAltezza;RangeDiametroFusto;Suolo;StatoVegetativo;QualitaBiomeccanica;ClassificazioneCedimento;Interferenze;TipoFoglia;CoordX;CoordY
3147;Albero;Fraxinus Excelsior;Filare;Tornello con cordolo;;No;2008-01-08;3.5;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici; Racchiuso in Manufatto;";Caduca;1471069.4097;4973469.57518
3148;Albero;Fraxinus Excelsior;Filare;Tornello con cordolo;;No;2008-01-08;3.5;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici; Racchiuso in Manufatto;";Caduca;1471063.88492;4973474.01162
3149;Albero;Fraxinus Excelsior;Filare;Tornello con cordolo;;No;2008-01-08;3.5;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici; Racchiuso in Manufatto;";Caduca;1471058.36015;4973478.44807
3150;Albero;Fraxinus Excelsior;Filare;Tornello con cordolo;;No;2008-01-08;3.5;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici; Racchiuso in Manufatto;";Caduca;1471052.83537;4973482.88451
3151;Albero;Fraxinus Excelsior;Filare;Tornello con cordolo;;No;2008-01-08;2;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici; Racchiuso in Manufatto;";Caduca;1471047.31059;4973487.32096
3152;Albero;Fraxinus Excelsior;Filare;Tornello con cordolo;;No;2008-01-08;3.5;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici; Racchiuso in Manufatto;";Caduca;1471041.78581;4973491.7574
3153;Albero;Fraxinus Excelsior;Filare;Tornello con cordolo;;No;2008-01-08;3.5;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici; Racchiuso in Manufatto;";Caduca;1471036.26103;4973496.19385
3154;Albero;Fraxinus Excelsior;Filare;Tornello con cordolo;;No;2008-01-08;3.5;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici; Racchiuso in Manufatto;";Caduca;1471030.73626;4973500.63029
3155;Albero;Fraxinus Excelsior;Filare;Tornello con cordolo;;No;2008-01-08;3.5;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici; Racchiuso in Manufatto;";Caduca;1471025.21148;4973505.06674
3156;Albero;Fraxinus Excelsior;Filare;Tornello con cordolo;;No;2008-01-08;3.5;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici; Racchiuso in Manufatto;";Caduca;1471019.6867;4973509.50318
3157;Albero;Fraxinus Excelsior;Filare;Tornello con cordolo;;No;2008-01-08;4;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Edifici; Racchiuso in Manufatto;";Caduca;1471014.16192;4973513.93963
3158;Albero;Fraxinus Excelsior;Filare;Tornello con cordolo;;No;2008-01-08;4;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;;;"Cartellonistica; Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Edifici; Racchiuso in Manufatto;";Caduca;1471008.63714;4973518.37607
3159;Albero;Fraxinus Excelsior;Filare;Tornello con cordolo;;No;2008-01-08;3.5;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici; Racchiuso in Manufatto;";Caduca;1471003.11237;4973522.81252
3160;Albero;Fraxinus Excelsior;Filare;Tornello con cordolo;;No;2008-01-08;3.5;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;;;"Cartellonistica; Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici; Racchiuso in Manufatto;";Caduca;1470997.58759;4973527.24896
3161;Albero;Fraxinus Excelsior;Filare;Tornello con cordolo;;No;2008-01-08;3.5;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici; Racchiuso in Manufatto;";Caduca;1470992.06281;4973531.68541
3162;Albero;Fraxinus Excelsior;Filare;Tornello con cordolo;;No;2008-01-08;3.5;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;;;"Cartellonistica; Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici; Racchiuso in Manufatto;";Caduca;1470966.76864;4973551.64942
3163;Albero;Fraxinus Excelsior;Filare;Tornello con cordolo;;No;2008-01-08;3.5;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici; Racchiuso in Manufatto;";Caduca;1470960.86112;4973556.29105
3164;Albero;Fraxinus Excelsior;Filare;Tornello con cordolo;;No;2008-01-08;3.5;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici; Racchiuso in Manufatto;";Caduca;1470954.9536;4973560.93268
3165;Albero;Fraxinus Excelsior;Filare;Tornello con cordolo;;No;2008-01-08;3.5;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici; Racchiuso in Manufatto;";Caduca;1470949.04608;4973565.57431
3049;Albero;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-23;2;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Mediocre;C;"Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469497.54364;4972401.88915
3050;Albero;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-23;2.5;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Mediocre;C;"Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469500.03978;4972398.22908
3051;Albero;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-23;1;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Mediocre;C;"Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469504.44962;4972392.98853
3052;Albero;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-23;2;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Mediocre;B;"Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469508.85945;4972387.74798
3053;Albero;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-23;2;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Mediocre;C;"Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469514.35095;4972380.59421
3054;Fallanza;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-23;;;;Ricoperto;;;;"Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469516.76388;4972377.76598
3055;Albero;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-23;1;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Mediocre;C;"Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469519.17681;4972374.93775
3056;Albero;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-23;1.5;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Mediocre;C;"Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469522.83781;4972370.61221
3057;Albero;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-17;1.5;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Mediocre;C;"Cartellonistica; Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469525.74997;4972366.86896
3058;Albero;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-17;2;1) < 10m;2) 20cm< & <=50cm;Ricoperto;Mediocre;Pessimo;D;"Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469528.66212;4972363.12571
3059;Albero;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-17;2;1) < 10m;2) 20cm< & <=50cm;Ricoperto;Mediocre;Pessimo;D;"Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469534.48644;4972356.13831
3060;Albero;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-17;2;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;C;"Cartellonistica; Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469539.3123;4972349.65001
3061;Albero;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-17;1;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Mediocre;Pessimo;C/D;"Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469541.1428;4972347.81997
3062;Albero;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-17;2;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Discreto;Mediocre;C;"Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469546.13507;4972341.33167
3063;Albero;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-17;2;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;B;"Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469548.25679;4972338.58662
3064;Albero;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-17;2;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;B;"Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469550.3785;4972335.84157
3065;Albero;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-17;1;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Mediocre;C;"Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469552.50022;4972333.09652
3066;Albero;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-17;2;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;B;"Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469554.62193;4972330.35147
3067;Fallanza;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-17;;;;Ricoperto;;;;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469558.61574;4972326.02594
3068;Albero;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-17;2.5;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;B;"Cartellonistica; Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469560.11342;4972323.86317
3069;Albero;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-17;2.5;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Mediocre;Pessimo;D;"Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469562.77597;4972320.7022
3070;Albero;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-17;1.5;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;B;"Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469567.43542;4972314.79618
3071;Albero;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-17;2;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;B;"Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469572.09487;4972308.89017
3072;Albero;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-17;2.5;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;B;"Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469578.75123;4972301.07093
3073;Albero;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-17;2;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;C;"Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469582.32902;4972296.41267
3074;Albero;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-17;2;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Mediocre;C;"Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469585.90682;4972291.7544
3075;Albero;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-17;2;1) < 10m;2) 20cm< & <=50cm;Ricoperto;Buono;Mediocre;C;"Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469591.0655;4972285.09973
3076;Fallanza;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-17;;;;Ricoperto;;;;"Cartellonistica; Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469593.68644;4972281.73081
3077;Albero;Carpinus Betulus 'Pyramidalis';Filare;Tornello con cordolo;;No;2024-10-17;1.5;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Mediocre;C;"Cartellonistica; Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469596.30738;4972278.36188
3078;Albero;Carpinus Betulus 'Pyramidalis';Filare;Tornello con cordolo;;No;2024-10-17;2.5;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;B;"Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469598.92832;4972274.99295
3079;Albero;Carpinus Betulus 'Pyramidalis';Filare;Tornello con cordolo;;No;2024-10-17;1;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;B;"Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469601.54926;4972271.62403
3080;Albero;Fagus Sylvatica;Filare;Aiuola;;No;2008-01-07;0.5;1) < 10m;1) <= 20cm;Idoneo;Buono;Buono;;"Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1469628.1747;4972254.98736
3081;Albero;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-17;2.5;2) 10 - 16m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;B;"Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469622.84961;4972245.67082
3082;Albero;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-17;2.5;2) 10 - 16m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;B;"Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469626.76022;4972240.59663
3083;Albero;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-17;2.5;2) 10 - 16m;2) 20cm< & <=50cm;Idoneo;Buono;Mediocre;C;"Cartellonistica; Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469630.67084;4972235.52245
3084;Ceppaia;;Filare;Aiuola;;No;2008-01-07;;;2) 20cm< & <=50cm;Ricoperto;;;;"Marciapiede; Utenze Sotterranee;";;1469632.33493;4972234.02515
3085;Albero;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-17;2;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;B;"Marciapiede; Utenze Sotterranee;";Caduca;1469650.3071;4972208.57105
3086;Albero;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-17;0.5;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Mediocre;Mediocre;C;"Marciapiede; Utenze Sotterranee;";Caduca;1469654.24545;4972203.58005
3087;Albero;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-17;0.5;1) < 10m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;B;"Marciapiede; Utenze Sotterranee;";Caduca;1469658.18379;4972198.58904
3088;Albero;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-17;2.5;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;B;"Cartellonistica; Marciapiede; Utenze Sotterranee;";Caduca;1469662.12214;4972193.59804
3089;Albero;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-17;1;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;B;"Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469676.10049;4972179.78961
3090;Albero;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-17;3;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;B;"Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469679.59508;4972175.13134
3091;Albero;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-17;1.5;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;C;"Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469683.08967;4972170.47307
3092;Albero;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-17;2.5;1) < 10m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;B;"Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469686.58426;4972165.8148
3093;Albero;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-17;1.5;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;B;"Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469690.41167;4972161.65564
3095;Albero;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-17;2;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Mediocre;B;"Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469696.73521;4972153.50367
3096;Albero;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-17;1;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;B;"Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469705.22207;4972172.46947
3097;Albero;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-17;1;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Mediocre;Pessimo;D;"Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469699.39775;4972178.79141
3098;Albero;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-17;2;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Mediocre;Pessimo;D;"Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469696.06957;4972182.78421
3099;Albero;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-17;2;1) < 10m;2) 20cm< & <=50cm;Ricoperto;Mediocre;Pessimo;D;"Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469692.74139;4972186.77701
3100;Albero;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-17;2;1) < 10m;2) 20cm< & <=50cm;Ricoperto;Mediocre;Pessimo;D;"Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469689.41321;4972190.76981
3101;Albero;Fraxinus Excelsior;Filare;Aiuola;;No;2008-01-07;2;1) < 10m;1) <= 20cm;Idoneo;Buono;Buono;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Palo Tutore;";Caduca;1471319.72701;4973235.08458
3102;Albero;Fraxinus Excelsior;Filare;Aiuola;;No;2008-01-07;2;1) < 10m;1) <= 20cm;Idoneo;Buono;Buono;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Palo Tutore;";Caduca;1471312.31826;4973242.70252
3103;Albero;Fraxinus Excelsior;Filare;Aiuola;;No;2008-01-07;2;1) < 10m;1) <= 20cm;Idoneo;Buono;Buono;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto;";Caduca;1471304.90951;4973250.32047
3104;Albero;Fraxinus Excelsior;Filare;Prato margine strada;;No;2008-01-07;2;1) < 10m;1) <= 20cm;Idoneo;Buono;Buono;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Palo Tutore;";Caduca;1471297.50076;4973257.93841
3105;Albero;Fraxinus Excelsior;Filare;Prato margine strada;;No;2008-01-07;2;1) < 10m;1) <= 20cm;Idoneo;Buono;Buono;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Palo Tutore;";Caduca;1471290.09201;4973265.55636
3106;Fallanza;;Filare;Aiuola;;No;2008-01-07;;;;Idoneo;;;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Palo Tutore;";;1471282.68325;4973273.1743
3107;Albero;Fraxinus Excelsior;Filare;Prato margine strada;;No;2008-01-07;2;1) < 10m;1) <= 20cm;Idoneo;Buono;Buono;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Palo Tutore;";Caduca;1471275.2745;4973280.79225
3108;Albero;Fraxinus Excelsior;Filare;Prato margine strada;;No;2008-01-07;2;1) < 10m;1) <= 20cm;Idoneo;Buono;Buono;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Palo Tutore;";Caduca;1471267.86575;4973288.41019
3109;Albero;Fraxinus Excelsior;Filare;Prato margine strada;;No;2008-01-07;2;1) < 10m;1) <= 20cm;Idoneo;Buono;Buono;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Palo Tutore;";Caduca;1471260.457;4973296.02814
3110;Albero;Fraxinus Excelsior;Filare;Prato margine strada;;No;2008-01-07;2;1) < 10m;1) <= 20cm;Idoneo;Buono;Buono;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Palo Tutore;";Caduca;1471253.04825;4973303.64608
3111;Albero;Fraxinus Excelsior;Filare;Prato margine strada;;No;2008-01-07;2;1) < 10m;1) <= 20cm;Idoneo;Buono;Buono;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1471245.6395;4973311.26403
3112;Albero;Fraxinus Excelsior;Filare;Prato margine strada;;No;2008-01-07;2;1) < 10m;1) <= 20cm;Idoneo;Buono;Buono;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Palo Tutore;";Caduca;1471238.23075;4973318.88197
3113;Albero;Fraxinus Excelsior;Filare;Prato margine strada;;No;2008-01-07;2;1) < 10m;1) <= 20cm;Idoneo;Buono;Buono;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Palo Tutore;";Caduca;1471230.822;4973326.49992
3114;Ceppaia;Fraxinus Excelsior;Filare;Prato margine strada;;No;2020-08-01;;;1) <= 20cm;Idoneo;;;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Palo Tutore;";Caduca;1471223.41324;4973334.11786
3115;Albero;Fraxinus Excelsior;Filare;Prato margine strada;;No;2008-01-07;2;1) < 10m;1) <= 20cm;Idoneo;Buono;Buono;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Palo Tutore;";Caduca;1471216.00449;4973341.73581
3229;Albero;Tilia X Americana;Filare;Tornello con cordolo;;No;2008-01-08;4;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470045.06251;4974178.21968
3230;Albero;Tilia X Americana;Filare;Tornello con cordolo;;No;2008-01-08;4;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470050.45416;4974176.28983
3231;Albero;Tilia X Americana;Filare;Tornello con cordolo;;No;2008-01-08;3.5;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470055.84582;4974174.35997
3232;Albero;Tilia X Americana;Filare;Tornello con cordolo;;No;2008-01-08;3;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470061.23747;4974172.43012
3233;Albero;Tilia X Americana;Filare;Tornello con cordolo;;No;2008-01-08;4;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470066.62912;4974170.50027
3234;Albero;Tilia X Americana;Filare;Tornello con cordolo;;No;2008-01-08;3.5;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470072.02077;4974168.57042
3235;Albero;Tilia X Americana;Filare;Tornello con cordolo;;No;2008-01-08;3.5;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470077.41242;4974166.64056
3236;Albero;Tilia X Americana;Filare;Tornello con cordolo;;No;2008-01-08;4;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Cartellonistica; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470082.80407;4974164.71071
3237;Albero;Tilia X Americana;Filare;Tornello con cordolo;;No;2008-01-08;3;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Mediocre;;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470092.78861;4974168.70351
3238;Albero;Tilia X Americana;Filare;Tornello con cordolo;;No;2008-01-08;3;1) < 10m;2) 20cm< & <=50cm;Ricoperto;Buono;Mediocre;;"Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470095.1849;4974174.11043
3239;Albero;Tilia X Americana;Filare;Tornello con cordolo;;No;2008-01-08;3;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto;";Caduca;1470097.58119;4974179.51735
3240;Albero;Tilia X Americana;Filare;Tornello con cordolo;;No;2008-01-08;3;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Mediocre;;"Cartellonistica; Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto;";Caduca;1470099.97748;4974184.92426
