Identificativo;Tipologia;Essenza;Disposizione;Posizione;Portamento;EssenzaStorica;DataCensimento;AltezzaPrimoPalco;RangeAltezza;RangeDiametroFusto;Suolo;StatoVegetativo;QualitaBiomeccanica;ClassificazioneCedimento;Interferenze;TipoFoglia;CoordX;CoordY
2144;Albero;Tilia X Americana;Filare;Tornello con cordolo;;No;2020-12-23;4;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Mediocre;;"Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470318.72043;4974996.01857
2145;Albero;Tilia X Americana;Filare;Tornello con cordolo;;No;2020-12-23;4;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470317.06827;4974988.64239
2146;Albero;Tilia X Americana;Filare;Tornello con cordolo;;No;2020-12-23;2.5;1) < 10m;1) <= 20cm;Ricoperto;Buono;Buono;;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470315.41611;4974981.2662
2095;Albero;Tilia X Americana;Filare;Aiuola;;No;2020-12-23;4;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Cartellonistica; Lampione; Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto;";Caduca;1470396.40182;4975362.43079
2096;Albero;Tilia X Americana;Filare;Aiuola;;No;2023-09-07;5;3) 16 - 20m;3) 50cm< & <=100cm;Ricoperto;Buono;Mediocre;C;"Cartellonistica; Lampione; Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Vicinanza Albero;";Caduca;1470395.01508;4975356.66957
2097;Albero;Tilia X Americana;Filare;Aiuola;;No;2020-12-23;5;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Edifici;";Caduca;1470393.62834;4975350.90836
2098;Albero;Tilia X Americana;Filare;Aiuola;;No;2020-12-23;8;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Edifici;";Caduca;1470392.2416;4975345.14714
2099;Albero;Tilia X Americana;Filare;Aiuola;;No;2020-12-23;5;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Edifici;";Caduca;1470390.85485;4975339.38592
2100;Albero;Tilia X Americana;Filare;Aiuola;;No;2020-12-23;3.5;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Lampione; Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Edifici;";Caduca;1470389.46811;4975333.62471
11575;Albero;Populus Nigra 'Italica';Gruppo;Prato;;No;2020-10-29;;1) < 10m;1) <= 20cm;Idoneo;Buono;Buono;;"Manufatto; Semaforo; Vialetto Pedonale;";Caduca;1470825.76171;4973977.48088
11576;Albero;Populus Nigra 'Italica';Gruppo;Prato;;No;2020-10-29;;3) 16 - 20m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Manufatto; Semaforo; Vialetto Pedonale;";Caduca;1470825.76171;4973981.56729
11577;Albero;Populus Nigra 'Italica';Gruppo;Prato;;No;2020-10-29;;3) 16 - 20m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Manufatto; Semaforo; Vialetto Pedonale;";Caduca;1470825.27141;4973984.01913
11578;Albero;Populus Nigra 'Italica';Gruppo;Prato;;No;2020-10-29;;3) 16 - 20m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Manufatto; Semaforo; Vialetto Pedonale;";Caduca;1470823.80052;4973987.28826
11579;Albero;Populus Nigra 'Italica';Gruppo;Prato;;No;2020-10-29;;3) 16 - 20m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Manufatto; Semaforo; Vialetto Pedonale;";Caduca;1470823.96395;4973991.04776
11580;Albero;Robinia Pseudoacacia;Gruppo;Prato;;No;2020-10-29;;3) 16 - 20m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Manufatto; Semaforo; Vialetto Pedonale;";Caduca;1470829.35722;4973995.95145
11581;Albero;Robinia Pseudoacacia;Gruppo;Prato;POLICORMICO;No;2020-10-29;;1) < 10m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Manufatto; Semaforo; Vialetto Pedonale;";Caduca;1470811.37965;4974002.4897
11582;Albero;Robinia Pseudoacacia;Gruppo;Prato;POLICORMICO;No;2020-10-29;;1) < 10m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Manufatto; Semaforo; Vialetto Pedonale;";Caduca;1470816.60949;4974003.6339
11583;Albero;Robinia Pseudoacacia;Gruppo;Prato;POLICORMICO;No;2020-10-29;;1) < 10m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Manufatto; Semaforo; Vialetto Pedonale;";Caduca;1470813.01398;4974005.26846
11584;Albero;Robinia Pseudoacacia;Gruppo;Prato;POLICORMICO;No;2020-10-29;;1) < 10m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Manufatto; Semaforo; Vialetto Pedonale;";Caduca;1470812.36025;4974006.90303
11585;Albero;Robinia Pseudoacacia;Gruppo;Prato;POLICORMICO;No;2020-10-29;;1) < 10m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Manufatto; Semaforo; Vialetto Pedonale;";Caduca;1470816.44606;4974009.68178
11586;Albero;Robinia Pseudoacacia;Gruppo;Prato;POLICORMICO;No;2020-10-29;;1) < 10m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Manufatto; Semaforo; Vialetto Pedonale;";Caduca;1470797.16104;4974017.8546
11587;Albero;Robinia Pseudoacacia;Gruppo;Prato;POLICORMICO;No;2020-10-29;;1) < 10m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Manufatto; Semaforo; Vialetto Pedonale;";Caduca;1470802.55431;4974018.18152
399;Albero;Platanus Orientalis;Filare;Buco nell'asfalto;;No;2007-12-05;4;3) 16 - 20m;3) 50cm< & <=100cm;Ricoperto;Buono;Mediocre;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470022.7709;4972788.15665
11588;Albero;Robinia Pseudoacacia;Gruppo;Prato;POLICORMICO;No;2020-10-29;;1) < 10m;2) 20cm< & <=50cm;Idoneo;Buono;Buono;;"Manufatto; Semaforo; Vialetto Pedonale;";Caduca;1470805.65952;4974018.50843
11589;Albero;Celtis Australis;Gruppo;Prato;;No;2020-10-29;;1) < 10m;1) <= 20cm;Idoneo;Buono;Buono;;"Manufatto; Semaforo; Vialetto Pedonale;";Caduca;1470821.34903;4974014.42202
11590;Albero;Celtis Australis;Gruppo;Prato;;No;2020-10-29;;1) < 10m;1) <= 20cm;Idoneo;Buono;Buono;;"Manufatto; Semaforo; Vialetto Pedonale;";Caduca;1470818.24381;4974016.05658
11591;Albero;Celtis Australis;Gruppo;Prato;;No;2020-10-29;;1) < 10m;1) <= 20cm;Idoneo;Buono;Buono;;"Manufatto; Semaforo; Vialetto Pedonale;";Caduca;1470825.27141;4974019.65262
11592;Albero;Fraxinus Ornus;Gruppo;Prato;;No;2020-10-29;;1) < 10m;1) <= 20cm;Idoneo;Buono;Buono;;"Manufatto; Semaforo; Vialetto Pedonale;";Caduca;1470822.98335;4974024.39286
11593;Albero;Fraxinus Ornus;Gruppo;Prato;;No;2020-10-29;;1) < 10m;1) <= 20cm;Idoneo;Buono;Buono;;"Manufatto; Semaforo; Vialetto Pedonale;";Caduca;1470817.42665;4974021.94101
11594;Albero;Acer Saccharinum;Gruppo;Prato;;No;2020-10-29;;1) < 10m;1) <= 20cm;Idoneo;Buono;Buono;;"Manufatto; Semaforo; Vialetto Pedonale;";Caduca;1470810.56249;4974023.73903
11595;Albero;Fraxinus Ornus;Gruppo;Prato;;No;2020-10-29;;1) < 10m;1) <= 20cm;Idoneo;Buono;Buono;;"Manufatto; Semaforo; Vialetto Pedonale;";Caduca;1470818.08038;4974027.82544
11596;Albero;Fraxinus Ornus;Gruppo;Prato;;No;2020-10-29;;1) < 10m;1) <= 20cm;Idoneo;Buono;Buono;;"Manufatto; Semaforo; Vialetto Pedonale;";Caduca;1470823.31022;4974030.76766
11597;Albero;Acer Saccharinum;Gruppo;Prato;;No;2020-10-29;;1) < 10m;1) <= 20cm;Idoneo;Buono;Buono;;"Manufatto; Semaforo; Vialetto Pedonale;";Caduca;1470829.03035;4974029.95037
11598;Albero;Celtis Australis;Gruppo;Prato;;No;2020-10-29;;1) < 10m;1) <= 20cm;Idoneo;Buono;Buono;;"Manufatto; Semaforo; Vialetto Pedonale;";Caduca;1470821.02217;4974034.52715
11599;Albero;Celtis Australis;Gruppo;Prato;;No;2020-10-29;;1) < 10m;1) <= 20cm;Idoneo;Buono;Buono;;"Manufatto; Semaforo; Vialetto Pedonale;";Caduca;1470814.6483;4974031.09457
11600;Albero;Fraxinus Ornus;Gruppo;Prato;;No;2020-10-29;;1) < 10m;1) <= 20cm;Idoneo;Buono;Buono;;"Manufatto; Semaforo; Vialetto Pedonale;";Caduca;1470806.64012;4974031.25803
11601;Albero;"Ligustrum Ovalifolium ""Aureum""";Gruppo;Prato;;No;2020-10-29;;1) < 10m;1) <= 20cm;Idoneo;Buono;Buono;;"Manufatto; Semaforo; Vialetto Pedonale;";Sempreverde;1470814.32144;4974034.52715
11602;Albero;"Ligustrum Ovalifolium ""Aureum""";Gruppo;Prato;;No;2020-10-29;;1) < 10m;1) <= 20cm;Idoneo;Buono;Buono;;"Manufatto; Semaforo; Vialetto Pedonale;";Sempreverde;1470811.21622;4974034.52715
11603;Albero;"Ligustrum Ovalifolium ""Aureum""";Gruppo;Prato;;No;2020-10-29;;1) < 10m;1) <= 20cm;Idoneo;Buono;Buono;;"Manufatto; Semaforo; Vialetto Pedonale;";Sempreverde;1470800.91998;4974035.18098
400;Ceppaia;Platanus Orientalis;Filare;Buco nell'asfalto;;No;2017-12-31;;;1) <= 20cm;Ricoperto;;;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470027.78116;4972788.56583
11604;Albero;"Ligustrum Ovalifolium ""Aureum""";Gruppo;Prato;;No;2020-10-29;;1) < 10m;1) <= 20cm;Idoneo;Buono;Buono;;"Manufatto; Semaforo; Vialetto Pedonale;";Sempreverde;1470803.37147;4974038.94048
