CodiceVia;DUG;DUF;CAP;QuartiereSobborgo;Civico;Esponente;InizioValidita;SezCensimento;CoordX;CoordY
15202;VIA;ISONZO;15121;CENTRO;32;;2001-08-31;484;1470438.83465516;4973149.96070463
15202;VIA;ISONZO;15121;CENTRO;30;;2001-08-31;484;1470435.81284899;4973151.13914939
15202;VIA;ISONZO;15121;CENTRO;28;;2006-03-13;484;1470426.98382545;4973154.67286063
15202;VIA;ISONZO;15121;CENTRO;26;;2001-08-31;484;1470419.74421929;4973157.57153935
15202;VIA;ISONZO;15121;CENTRO;24;;2001-08-31;484;1470409.63630545;4973161.5668416
17006;VIA;MARENGO;15121;CENTRO;73;;2001-08-31;484;1470501.01618984;4973165.58665167
17006;VIA;MARENGO;15121;CENTRO;71;;2001-08-31;484;1470494.50234383;4973168.19705917
15202;VIA;ISONZO;15121;CENTRO;22;;2001-08-31;484;1470385.53136254;4973171.05944278
17006;VIA;MARENGO;15121;CENTRO;69;;2001-08-31;484;1470484.81607406;4973172.07834325
17006;VIA;MARENGO;15121;CENTRO;67;;2001-08-31;484;1470475.60750391;4973175.77549407
9306;VIA;GIULIO CESARE CORDARA;15121;CENTRO;6;;2001-08-31;484;1470375.962215;4973176.99696953
17006;VIA;MARENGO;15121;CENTRO;65;;2001-08-31;484;1470472.62160738;4973176.97923788
17006;VIA;MARENGO;15121;CENTRO;63;;2001-08-31;484;1470468.6335682;4973178.60247524
17006;VIA;MARENGO;15121;CENTRO;61;;2001-08-31;484;1470465.68246547;4973179.7810823
17006;VIA;MARENGO;15121;CENTRO;57;;2001-08-31;484;1470456.07213343;4973183.61010467
17006;VIA;MARENGO;15121;CENTRO;55;;2001-08-31;484;1470451.14376894;4973185.58588541
17006;VIA;MARENGO;15121;CENTRO;53;;2001-08-31;484;1470445.02407686;4973188.02007194
17006;VIA;MARENGO;15121;CENTRO;51;;2001-08-31;484;1470442.2656689;4973189.09249198
9306;VIA;GIULIO CESARE CORDARA;15121;CENTRO;4;;2001-08-31;484;1470382.42406303;4973190.62885641
17006;VIA;MARENGO;15121;CENTRO;49;;2001-08-31;484;1470438.36152032;4973190.65904485
17006;VIA;MARENGO;15121;CENTRO;47;;2001-08-31;484;1470435.0711831;4973191.97408825
17006;VIA;MARENGO;15121;CENTRO;45;;2001-08-31;484;1470431.29168357;4973193.46147763
17006;VIA;MARENGO;15121;CENTRO;43;;2001-08-31;484;1470427.28936169;4973195.08118489
17006;VIA;MARENGO;15121;CENTRO;41;;2001-08-31;484;1470422.05915337;4973197.15982543
17006;VIA;MARENGO;15121;CENTRO;39;;2001-08-31;484;1470419.3397591;4973198.24107071
17006;VIA;MARENGO;15121;CENTRO;37;;2001-08-31;484;1470416.44665957;4973199.39855804
17006;VIA;MARENGO;15121;CENTRO;35;;2001-08-31;484;1470412.90682137;4973200.80720995
9306;VIA;GIULIO CESARE CORDARA;15121;CENTRO;2;;2001-08-31;484;1470388.94367081;4973204.80963327
17006;VIA;MARENGO;15121;CENTRO;33;;2001-08-31;484;1470401.29498349;4973205.43078885
17006;VIA;MARENGO;15121;CENTRO;116;;2001-08-31;506;1470831.95659232;4973055.63284185
17006;VIA;MARENGO;15121;CENTRO;114;;2001-08-31;506;1470828.23464965;4973057.11457089
17006;VIA;MARENGO;15121;CENTRO;112;;2001-08-31;506;1470824.39126343;4973058.64509241
17006;VIA;MARENGO;15121;CENTRO;110;;2001-08-31;506;1470820.02164885;4973060.35473606
20406;VIA;MONTEGRAPPA;15121;CENTRO;75;;2001-08-31;506;1470836.58420852;4973061.97160301
17006;VIA;MARENGO;15121;CENTRO;108;;2001-08-31;506;1470815.74627171;4973062.03187846
17006;VIA;MARENGO;15121;CENTRO;106;;2001-08-31;506;1470804.76725498;4973067.43019257
20406;VIA;MONTEGRAPPA;15121;CENTRO;73;;2001-08-31;506;1470840.04963059;4973070.96759622
17006;VIA;MARENGO;15121;CENTRO;104;;2001-08-31;506;1470796.80201039;4973070.60482773
20406;VIA;MONTEGRAPPA;15121;CENTRO;71;;2001-08-31;506;1470842.23415384;4973076.30825204
17006;VIA;MARENGO;15121;CENTRO;100;;2001-08-31;506;1470775.67316494;4973078.96655935
17006;VIA;MARENGO;15121;CENTRO;98;;2001-08-31;506;1470759.62675053;4973083.55570963
17006;VIA;MARENGO;15121;CENTRO;96;;2001-08-31;506;1470755.24835128;4973085.22562952
17006;VIA;MARENGO;15121;CENTRO;94;;2001-08-31;506;1470749.74415445;4973088.15973096
17006;VIA;MARENGO;15121;CENTRO;92;;2001-08-31;506;1470745.43234019;4973089.87941714
17006;VIA;MARENGO;15121;CENTRO;90;;2001-08-31;506;1470741.45205101;4973091.48370558
20406;VIA;MONTEGRAPPA;15121;CENTRO;69;;2001-08-31;506;1470838.67940402;4973092.98113747
17006;VIA;MARENGO;15121;CENTRO;88;;2001-08-31;506;1470736.92319646;4973093.24425165
17006;VIA;MARENGO;15121;CENTRO;86;;2001-08-31;506;1470732.6192742;4973095.07199136
17006;VIA;MARENGO;15121;CENTRO;84;;2001-08-31;506;1470727.923592;4973096.96933895
20406;VIA;MONTEGRAPPA;15121;CENTRO;67;;2001-08-31;506;1470826.53151842;4973097.92088349
28903;VIA;ACHILLE SCLAVO;15121;GALIMBERTI;1;;2001-08-31;506;1470725.39877927;4973101.65948255
20406;VIA;MONTEGRAPPA;15121;CENTRO;65;;2001-08-31;506;1470819.87206594;4973102.28053669
28903;VIA;ACHILLE SCLAVO;15121;GALIMBERTI;3;;2001-08-31;506;1470726.60201589;4973104.46254425
28903;VIA;ACHILLE SCLAVO;15121;GALIMBERTI;5;;2001-08-31;506;1470727.99299701;4973107.66789533
20406;VIA;MONTEGRAPPA;15121;CENTRO;63;;2001-08-31;506;1470799.53246158;4973108.99178426
28903;VIA;ACHILLE SCLAVO;15121;GALIMBERTI;7;;2001-08-31;506;1470730.52101523;4973113.52356027
20406;VIA;MONTEGRAPPA;15121;CENTRO;61;;2001-08-31;506;1470788.21585367;4973113.58044763
20406;VIA;MONTEGRAPPA;15121;CENTRO;59;;2001-08-31;506;1470782.78246172;4973115.78359521
20406;VIA;MONTEGRAPPA;15121;CENTRO;57;;2001-08-31;506;1470773.83116283;4973119.42144441
20406;VIA;MONTEGRAPPA;15121;CENTRO;55;;2001-08-31;506;1470744.70956236;4973131.22766095
31204;VIA;TROTTI;15121;CENTRO;113;;2004-11-23;511;1469309.97564789;4973011.68041893
9603;CORSO;CRIMEA;15121;CENTRO;25;;2001-08-31;511;1469299.72675321;4973011.63574491
9603;CORSO;CRIMEA;15121;CENTRO;35;;2001-08-31;511;1469284.81404867;4973015.68267995
9603;CORSO;CRIMEA;15121;CENTRO;43;;2001-08-31;511;1469267.7764471;4973021.59519167
9603;CORSO;CRIMEA;15121;CENTRO;45;;2001-08-31;511;1469264.20404677;4973022.63935062
9603;CORSO;CRIMEA;15121;CENTRO;47;;2001-08-31;511;1469259.78811485;4973023.8745813
9603;CORSO;CRIMEA;15121;CENTRO;49;;2001-08-31;511;1469253.97385757;4973025.42770357
31204;VIA;TROTTI;15121;CENTRO;105;;2004-11-23;511;1469315.03570133;4973027.03509605
31204;VIA;TROTTI;15121;CENTRO;101;;2004-11-23;511;1469315.90812294;4973029.94308693
31204;VIA;TROTTI;15121;CENTRO;99;;2004-11-23;511;1469318.17639478;4973036.86439574
31204;VIA;TROTTI;15121;CENTRO;97;;2004-11-23;511;1469319.39780937;4973040.23779175
26602;VIA;SAN FRANCESCO D'ASSISI;15121;CENTRO;56;;2001-08-31;511;1469255.43550156;4973041.05253477
31204;VIA;TROTTI;15121;CENTRO;95;;2004-11-23;511;1469320.5827057;4973044.11970476
26602;VIA;SAN FRANCESCO D'ASSISI;15121;CENTRO;54;;2001-08-31;511;1469257.293592;4973046.40518076
26602;VIA;SAN FRANCESCO D'ASSISI;15121;CENTRO;52;;2001-08-31;511;1469258.63924989;4973050.31257541
26602;VIA;SAN FRANCESCO D'ASSISI;15121;CENTRO;50;;2001-08-31;511;1469260.19101287;4973054.94599395
26602;VIA;SAN FRANCESCO D'ASSISI;15121;CENTRO;48;;2001-08-31;511;1469261.84320111;4973060.3432531
31204;VIA;TROTTI;15121;CENTRO;93;;2001-08-31;511;1469328.16081598;4973065.56070031
26602;VIA;SAN FRANCESCO D'ASSISI;15121;CENTRO;46;;2001-08-31;511;1469263.87996736;4973066.55513353
31204;VIA;TROTTI;15121;CENTRO;91;;2001-08-31;511;1469329.80766849;4973070.4036526
31204;VIA;TROTTI;15121;CENTRO;89;;2004-11-23;511;1469331.16549914;4973075.68559515
26602;VIA;SAN FRANCESCO D'ASSISI;15121;CENTRO;44;A;2001-08-31;511;1469268.71119323;4973081.70719509
26602;VIA;SAN FRANCESCO D'ASSISI;15121;CENTRO;44;;2001-08-31;511;1469270.33905624;4973086.10079
31204;VIA;TROTTI;15121;CENTRO;87;A;2004-11-23;511;1469335.36209824;4973086.26840888
31204;VIA;TROTTI;15121;CENTRO;87;;2004-11-23;511;1469336.26951653;4973089.06818394
26602;VIA;SAN FRANCESCO D'ASSISI;15121;CENTRO;42;;2001-08-31;511;1469271.51175952;4973089.59410797
26602;VIA;SAN FRANCESCO D'ASSISI;15121;CENTRO;40;;2001-08-31;511;1469272.39791605;4973092.18599259
26602;VIA;SAN FRANCESCO D'ASSISI;15121;CENTRO;38;;2001-08-31;511;1469273.53901073;4973095.53753851
26602;VIA;SAN FRANCESCO D'ASSISI;15121;CENTRO;36;;2001-08-31;511;1469276.3364121;4973103.45007505
15703;VIA;LEGNANO;15121;CENTRO;34;;2001-08-31;511;1469314.56569083;4973106.85254367
15703;VIA;LEGNANO;15121;CENTRO;36;;2001-08-31;511;1469309.25853039;4973108.59497262
15703;VIA;LEGNANO;15121;CENTRO;36;A;2001-08-31;511;1469301.95588963;4973111.00814086
26602;VIA;SAN FRANCESCO D'ASSISI;15121;CENTRO;34;A;2001-08-31;511;1469279.33941136;4973112.10612369
27302;VIA;SANT'UBALDO;15121;CENTRO;13;;2001-08-31;273;1469687.53745205;4974001.34758349
27302;VIA;SANT'UBALDO;15121;CENTRO;17;;2001-08-31;273;1469670.02515347;4974006.7754977
27302;VIA;SANT'UBALDO;15121;CENTRO;19;;2001-08-31;273;1469660.52204314;4974009.66934789
27302;VIA;SANT'UBALDO;15121;CENTRO;21;;2001-08-31;273;1469651.23769757;4974012.60823728
27302;VIA;SANT'UBALDO;15121;CENTRO;23;;2001-08-31;273;1469646.65232085;4974014.07584592
4703;VIA;GIOVANNI GIACOMO BOTTAZZI;15121;CENTRO;2;;2001-08-31;273;1469703.12679967;4974015.65645834
4703;VIA;GIOVANNI GIACOMO BOTTAZZI;15121;CENTRO;6;;2001-08-31;273;1469704.2081261;4974021.87726547
19206;VIA;MILAZZO;15121;CENTRO;19;;2001-08-31;273;1469640.7036966;4974031.08869622
4703;VIA;GIOVANNI GIACOMO BOTTAZZI;15121;CENTRO;8;;2001-08-31;273;1469705.86345897;4974031.57122437
19206;VIA;MILAZZO;15121;CENTRO;23;;2001-08-31;273;1469646.14453422;4974043.32919621
4703;VIA;GIOVANNI GIACOMO BOTTAZZI;15121;CENTRO;10;;2001-08-31;273;1469708.28127314;4974046.02195243
19206;VIA;MILAZZO;15121;CENTRO;25;;2001-08-31;273;1469651.08580183;4974054.41529265
19206;VIA;MILAZZO;15121;CENTRO;27;;2001-08-31;273;1469652.63291887;4974057.88700398
4703;VIA;GIOVANNI GIACOMO BOTTAZZI;15121;CENTRO;18;;2001-08-31;273;1469710.79582018;4974061.41239717
4703;VIA;GIOVANNI GIACOMO BOTTAZZI;15121;CENTRO;20;;2001-08-31;273;1469711.70516582;4974066.95554683
19206;VIA;MILAZZO;15121;CENTRO;31;;2001-08-31;273;1469657.1480182;4974068.39138457
4703;VIA;GIOVANNI GIACOMO BOTTAZZI;15121;CENTRO;22;;2001-08-31;273;1469712.55758353;4974072.40279544
19206;VIA;MILAZZO;15121;CENTRO;33;;2001-08-31;273;1469660.43884234;4974075.83102973
19206;VIA;MILAZZO;15121;CENTRO;35;;2001-08-31;273;1469661.7763039;4974081.40720814
26004;SPALTO;ROVERETO;15121;CENTRO;37;;2001-08-31;273;1469710.76238566;4974085.6741455
26004;SPALTO;ROVERETO;15121;CENTRO;35;;2001-08-31;273;1469706.84756564;4974086.19162975
19206;VIA;MILAZZO;15121;CENTRO;37;;2001-08-31;273;1469664.20422147;4974086.87914716
26004;SPALTO;ROVERETO;15121;CENTRO;33;A;2001-08-31;273;1469702.31666201;4974086.99495067
26004;SPALTO;ROVERETO;15121;CENTRO;27;;2001-08-31;273;1469697.52211672;4974087.85313015
26004;SPALTO;ROVERETO;15121;CENTRO;31;;2001-08-31;273;1469692.05395125;4974088.88893047
26004;SPALTO;ROVERETO;15121;CENTRO;29;;2001-08-31;273;1469687.19758863;4974089.67314015
26004;SPALTO;ROVERETO;15121;CENTRO;33;;2001-08-31;273;1469682.87684768;4974090.49474049
26004;SPALTO;ROVERETO;15121;CENTRO;25;;2001-08-31;273;1469679.12542665;4974091.03186346
26004;SPALTO;ROVERETO;15121;CENTRO;19;;2001-08-31;273;1469668.58824047;4974092.21868714
26004;SPALTO;ROVERETO;15121;CENTRO;21;;2001-08-31;273;1469671.22465711;4974092.56015331
26004;SPALTO;ROVERETO;15121;CENTRO;23;;2001-08-31;273;1469675.16495878;4974092.73643514
27702;VIA;SANTA MARIA DI CASTELLO;15121;CENTRO;31;;2001-08-31;289;1469514.23299525;4973933.39583663
27702;VIA;SANTA MARIA DI CASTELLO;15121;CENTRO;33;;2001-08-31;289;1469505.88682447;4973934.88079145
27702;VIA;SANTA MARIA DI CASTELLO;15121;CENTRO;35;;2001-08-31;289;1469491.79665351;4973941.31155838
20103;CORSO;MONFERRATO;15121;CENTRO;83;;2001-08-31;289;1469483.3606072;4973952.43904219
20103;CORSO;MONFERRATO;15121;CENTRO;85;;2001-08-31;289;1469488.22707321;4973956.27425238
20103;CORSO;MONFERRATO;15121;CENTRO;87;;2001-08-31;289;1469492.44430514;4973959.55984223
20103;CORSO;MONFERRATO;15121;CENTRO;89;;2001-08-31;289;1469496.23816852;4973962.78335101
8008;VIA;DEL CASTELLO;15121;CENTRO;6;;2001-08-31;289;1469517.79565737;4973965.54890032
20103;CORSO;MONFERRATO;15121;CENTRO;91;;2001-08-31;289;1469503.27294773;4973968.46993634
20103;CORSO;MONFERRATO;15121;CENTRO;93;;2001-08-31;289;1469515.83310437;4973975.59680247
11808;VIA;ENRICO FERMI;15121;CENTRO;1;;2001-08-31;292;1469333.31060295;4973891.79539355
11808;VIA;ENRICO FERMI;15121;CENTRO;3;;2001-08-31;292;1469327.37555133;4973899.13361934
11808;VIA;ENRICO FERMI;15121;CENTRO;5;;2001-08-31;292;1469320.21186261;4973908.09548825
11808;VIA;ENRICO FERMI;15121;CENTRO;7;;2001-08-31;292;1469305.85486478;4973925.80685201
13806;VIA;ENRICO GENTILINI;15121;CENTRO;2;;2001-08-31;292;1469382.77036733;4973934.19899524
13806;VIA;ENRICO GENTILINI;15121;CENTRO;4;;2001-08-31;292;1469375.17377473;4973942.22901919
13806;VIA;ENRICO GENTILINI;15121;CENTRO;6;;2001-08-31;292;1469356.28640077;4973967.69067691
1605;VIA;DANTE ALIGHIERI;15121;CENTRO;48;;2001-08-31;395;1469971.55570457;4973389.73304902
1605;VIA;DANTE ALIGHIERI;15121;CENTRO;46;;2001-08-31;395;1469963.36731303;4973392.87684651
1605;VIA;DANTE ALIGHIERI;15121;CENTRO;42;;2001-08-31;395;1469954.68900853;4973396.19323344
1605;VIA;DANTE ALIGHIERI;15121;CENTRO;40;;2001-08-31;395;1469951.5232392;4973397.37413304
1605;VIA;DANTE ALIGHIERI;15121;CENTRO;38;;2001-08-31;395;1469947.244616;4973398.76894858
1605;VIA;DANTE ALIGHIERI;15121;CENTRO;36;;2001-08-31;395;1469942.96209751;4973400.31949429
1605;VIA;DANTE ALIGHIERI;15121;CENTRO;34;;2001-08-31;395;1469932.55126456;4973404.27340916
1605;VIA;DANTE ALIGHIERI;15121;CENTRO;32;;2001-08-31;395;1469928.34261443;4973405.82399544
1605;VIA;DANTE ALIGHIERI;15121;CENTRO;30;;2001-08-31;395;1469918.77878232;4973409.57563964
1605;VIA;DANTE ALIGHIERI;15121;CENTRO;28;;2001-08-31;395;1469906.32367659;4973415.26459865
1605;VIA;DANTE ALIGHIERI;15121;CENTRO;26;;2001-08-31;395;1469902.28130634;4973416.72817
1605;VIA;DANTE ALIGHIERI;15121;CENTRO;24;;2001-08-31;395;1469900.78535546;4973417.26200632
1605;VIA;DANTE ALIGHIERI;15121;CENTRO;22;;2001-08-31;395;1469897.33176125;4973418.62931143
1605;VIA;DANTE ALIGHIERI;15121;CENTRO;20;;2001-08-31;395;1469895.01049734;4973419.52098629
1605;VIA;DANTE ALIGHIERI;15121;CENTRO;18;;2001-08-31;395;1469891.93681493;4973420.55378399
1605;VIA;DANTE ALIGHIERI;15121;CENTRO;16;;2001-08-31;395;1469880.70444251;4973425.13023403
1605;VIA;DANTE ALIGHIERI;15121;CENTRO;14;;2001-08-31;395;1469878.70689283;4973425.83262248
1605;VIA;DANTE ALIGHIERI;15121;CENTRO;12;;2001-08-31;395;1469877.31954324;4973426.49477998
1605;VIA;DANTE ALIGHIERI;15121;CENTRO;10;;2001-08-31;395;1469874.68614951;4973427.421979
1605;VIA;DANTE ALIGHIERI;15121;CENTRO;8;;2001-08-31;395;1469862.14701117;4973432.56484778
13907;VIA;GEROLAMO GHILINI;15121;CENTRO;47;;2001-08-31;395;1469980.53666442;4973436.07037909
1605;VIA;DANTE ALIGHIERI;15121;CENTRO;6;;2001-08-31;395;1469852.27510683;4973436.46688641
1605;VIA;DANTE ALIGHIERI;15121;CENTRO;4;;2001-08-31;395;1469849.58882246;4973437.35125761
13907;VIA;GEROLAMO GHILINI;15121;CENTRO;45;;2001-08-31;395;1469974.43561695;4973438.63288679
13907;VIA;GEROLAMO GHILINI;15121;CENTRO;43;;2001-08-31;395;1469969.8055662;4973440.32463649
1605;VIA;DANTE ALIGHIERI;15121;CENTRO;2;;2001-08-31;395;1469837.15069773;4973442.27138519
13907;VIA;GEROLAMO GHILINI;15121;CENTRO;41;C;2001-08-31;395;1469962.38645243;4973443.11459218
13907;VIA;GEROLAMO GHILINI;15121;CENTRO;41;B;2001-08-31;395;1469956.45971886;4973445.12794617
13907;VIA;GEROLAMO GHILINI;15121;CENTRO;41;A;2002-03-11;395;1469955.50239226;4973445.70032956
13907;VIA;GEROLAMO GHILINI;15121;CENTRO;41;;2002-03-11;395;1469954.15135807;4973446.21444602
13907;VIA;GEROLAMO GHILINI;15121;CENTRO;39;;2001-08-31;395;1469935.94931041;4973453.20925801
13907;VIA;GEROLAMO GHILINI;15121;CENTRO;37;;2001-08-31;395;1469931.76571588;4973455.0395337
13907;VIA;GEROLAMO GHILINI;15121;CENTRO;35;;2001-08-31;395;1469928.64279466;4973456.12879272
15905;PIAZZA;DELLA LIBERTA';15121;CENTRO;20;;2001-08-31;395;1469806.64266063;4973456.14800539
13907;VIA;GEROLAMO GHILINI;15121;CENTRO;33;;2001-08-31;395;1469912.02150143;4973463.17203199
13907;VIA;GEROLAMO GHILINI;15121;CENTRO;31;;2001-08-31;395;1469904.62411603;4973466.01453343
13907;VIA;GEROLAMO GHILINI;15121;CENTRO;29;;2001-08-31;395;1469901.013899;4973467.53444435
13907;VIA;GEROLAMO GHILINI;15121;CENTRO;27;;2001-08-31;395;1469896.66260443;4973469.2913386
13907;VIA;GEROLAMO GHILINI;15121;CENTRO;25;;2001-08-31;395;1469891.06319634;4973471.69639167
18106;VIA;GIUSEPPE MAZZINI;15121;CENTRO;1;;2001-08-31;395;1469778.07224267;4973473.80489605
13907;VIA;GEROLAMO GHILINI;15121;CENTRO;23;;2001-08-31;395;1469884.62045953;4973474.31805898
13907;VIA;GEROLAMO GHILINI;15121;CENTRO;21;;2001-08-31;395;1469841.82515876;4973491.1886503
13907;VIA;GEROLAMO GHILINI;15121;CENTRO;19;;2001-08-31;395;1469837.56655974;4973493.1049874
13907;VIA;GEROLAMO GHILINI;15121;CENTRO;17;;2001-08-31;395;1469832.17015268;4973495.17421434
18106;VIA;GIUSEPPE MAZZINI;15121;CENTRO;9;;2001-08-31;395;1469790.89009661;4973495.90360604
18106;VIA;GIUSEPPE MAZZINI;15121;CENTRO;11;;2001-08-31;395;1469792.6971832;4973498.96213336
18106;VIA;GIUSEPPE MAZZINI;15121;CENTRO;13;;2001-08-31;395;1469794.36545977;4973501.89698546
13907;VIA;GEROLAMO GHILINI;15121;CENTRO;15;;2001-08-31;395;1469812.05539947;4973503.13889087
18106;VIA;GIUSEPPE MAZZINI;15121;CENTRO;15;;2001-08-31;395;1469796.26053511;4973505.28549598
13907;VIA;GEROLAMO GHILINI;15121;CENTRO;13;;2001-08-31;395;1469800.87380774;4973507.51814221
30609;VIA;TORTONA;15121;CENTRO;60;;2001-08-31;430;1470556.56405799;4973304.0462421
30609;VIA;TORTONA;15121;CENTRO;58;;2001-08-31;430;1470549.10144689;4973308.39842934
17105;SPALTO;MARENGO;15121;CENTRO;113;;2001-08-31;430;1470569.93707087;4973310.09953178
30609;VIA;TORTONA;15121;CENTRO;56;;2001-08-31;430;1470543.39148986;4973311.72493995
30609;VIA;TORTONA;15121;CENTRO;54;;2001-08-31;430;1470537.47999253;4973315.1759373
17105;SPALTO;MARENGO;15121;CENTRO;111;;2001-08-31;430;1470572.64256791;4973316.4252478
30609;VIA;TORTONA;15121;CENTRO;52;;2001-08-31;430;1470531.9048488;4973318.45653632
17105;SPALTO;MARENGO;15121;CENTRO;109;;2001-08-31;430;1470574.09141021;4973319.67340642
17105;SPALTO;MARENGO;15121;CENTRO;107;;2001-08-31;430;1470575.3646199;4973322.52769514
30609;VIA;TORTONA;15121;CENTRO;50;;2001-08-31;430;1470520.18566748;4973325.28973464
17105;SPALTO;MARENGO;15121;CENTRO;105;;2001-08-31;430;1470576.93316099;4973326.04454711
17105;SPALTO;MARENGO;15121;CENTRO;101;;2001-08-31;430;1470578.71456306;4973330.03278916
17105;SPALTO;MARENGO;15121;CENTRO;99;;2001-08-31;430;1470581.1352987;4973335.46488269
17105;SPALTO;MARENGO;15121;CENTRO;97;;2001-08-31;430;1470582.89184805;4973339.40248606
2604;VIA;CARLO AVALLE;15121;CENTRO;1;;2001-08-31;430;1470519.61724023;4973349.1563958
17105;SPALTO;MARENGO;15121;CENTRO;95;;2001-08-31;430;1470585.52723;4973351.43339145
2604;VIA;CARLO AVALLE;15121;CENTRO;3;;2001-08-31;430;1470521.17575909;4973352.26493287
2604;VIA;CARLO AVALLE;15121;CENTRO;5;;2001-08-31;430;1470526.16356721;4973362.30753987
17105;SPALTO;MARENGO;15121;CENTRO;93;;2001-08-31;430;1470589.7300575;4973370.28712802
12504;VIA;FIUME;15121;CENTRO;23;;2001-08-31;430;1470579.14764952;4973378.91629515
12504;VIA;FIUME;15121;CENTRO;21;;2001-08-31;430;1470559.69030642;4973386.46326347
24200;VIA;PONTIDA;15121;CENTRO;64;;2001-08-31;438;1470054.80871042;4973298.56030441
24200;VIA;PONTIDA;15121;CENTRO;62;;2001-08-31;438;1470052.07523633;4973299.6127814
16401;VIA;NICCOLO' MACHIAVELLI;15121;CENTRO;9;;2001-08-31;438;1470059.86576125;4973301.69750833
24200;VIA;PONTIDA;15121;CENTRO;60;;2001-08-31;438;1470043.98069675;4973302.68388724
24200;VIA;PONTIDA;15121;CENTRO;58;;2001-08-31;438;1470035.90451776;4973305.83557675
16401;VIA;NICCOLO' MACHIAVELLI;15121;CENTRO;7;;2001-08-31;438;1470064.71835032;4973310.03690294
24200;VIA;PONTIDA;15121;CENTRO;56;;2001-08-31;438;1470024.12901714;4973311.02768434
24200;VIA;PONTIDA;15121;CENTRO;54;;2001-08-31;438;1470020.49350106;4973312.51221311
16401;VIA;NICCOLO' MACHIAVELLI;15121;CENTRO;5;;2001-08-31;438;1470066.68481889;4973313.59489884
24200;VIA;PONTIDA;15121;CENTRO;48;;2001-08-31;438;1470013.88795361;4973315.49340284
24200;VIA;PONTIDA;15121;CENTRO;46;;2001-08-31;438;1470009.41807607;4973317.15169775
24200;VIA;PONTIDA;15121;CENTRO;44;;2001-08-31;438;1470003.40475362;4973319.62023175
24200;VIA;PONTIDA;15121;CENTRO;42;;2001-08-31;438;1469992.68830328;4973323.90189815
16401;VIA;NICCOLO' MACHIAVELLI;15121;CENTRO;3;;2001-08-31;438;1470072.61132929;4973324.64654636
24200;VIA;PONTIDA;15121;CENTRO;40;;2001-08-31;438;1469989.42651118;4973325.0026807
24200;VIA;PONTIDA;15121;CENTRO;38;;2001-08-31;438;1469985.83017109;4973326.33860039
24200;VIA;PONTIDA;15121;CENTRO;36;;2001-08-31;438;1469981.52440263;4973328.04688475
16401;VIA;NICCOLO' MACHIAVELLI;15121;CENTRO;1;;2001-08-31;438;1470074.75809671;4973329.06219426
24200;VIA;PONTIDA;15121;CENTRO;34;;2001-08-31;438;1469976.2036087;4973329.90919509
31103;VIA;TRIPOLI;15121;CENTRO;12;;2001-08-31;438;1469972.82741295;4973338.95312868
1605;VIA;DANTE ALIGHIERI;15121;CENTRO;91;;2001-08-31;438;1470075.39960109;4973339.23649021
1605;VIA;DANTE ALIGHIERI;15121;CENTRO;89;;2001-08-31;438;1470065.28265912;4973343.26583561
31103;VIA;TRIPOLI;15121;CENTRO;10;;2001-08-31;438;1469973.23240063;4973345.87565476
1605;VIA;DANTE ALIGHIERI;15121;CENTRO;87;;2001-08-31;438;1470060.5680077;4973345.27083097
1605;VIA;DANTE ALIGHIERI;15121;CENTRO;85;;2001-08-31;438;1470056.43480838;4973346.90946687
1605;VIA;DANTE ALIGHIERI;15121;CENTRO;83;;2001-08-31;438;1470051.66704315;4973348.86307289
31103;VIA;TRIPOLI;15121;CENTRO;8;;2001-08-31;438;1469973.61180522;4973350.77360764
1605;VIA;DANTE ALIGHIERI;15121;CENTRO;81;;2001-08-31;438;1470048.64359366;4973349.96202954
1605;VIA;DANTE ALIGHIERI;15121;CENTRO;79;;2001-08-31;438;1470042.64865207;4973352.77503232
1605;VIA;DANTE ALIGHIERI;15121;CENTRO;77;;2001-08-31;438;1470039.71311018;4973353.98114982
31103;VIA;TRIPOLI;15121;CENTRO;6;;2001-08-31;438;1469974.00510705;4973354.90410866
1605;VIA;DANTE ALIGHIERI;15121;CENTRO;75;;2001-08-31;438;1470036.139452;4973355.45535204
1605;VIA;DANTE ALIGHIERI;15121;CENTRO;73;;2001-08-31;438;1470033.20770396;4973356.46589388
31103;VIA;TRIPOLI;15121;CENTRO;4;;2001-08-31;438;1469974.26740971;4973358.62158799
1605;VIA;DANTE ALIGHIERI;15121;CENTRO;71;;2001-08-31;438;1470029.35484327;4973357.91124666
1605;VIA;DANTE ALIGHIERI;15121;CENTRO;69;;2001-08-31;438;1470025.27065959;4973359.51943037
1605;VIA;DANTE ALIGHIERI;15121;CENTRO;67;;2001-08-31;438;1470020.64081173;4973361.3963886
1605;VIA;DANTE ALIGHIERI;15121;CENTRO;65;;2001-08-31;438;1470014.13102331;4973363.98928762
1605;VIA;DANTE ALIGHIERI;15121;CENTRO;63;;2001-08-31;438;1470011.11891477;4973365.17529978
1605;VIA;DANTE ALIGHIERI;15121;CENTRO;61;;2001-08-31;438;1470006.86820776;4973366.71393646
1605;VIA;DANTE ALIGHIERI;15121;CENTRO;59;;2001-08-31;438;1470002.47867043;4973368.46125481
1605;VIA;DANTE ALIGHIERI;15121;CENTRO;55;;2001-08-31;438;1469993.58736294;4973371.87893938
1605;VIA;DANTE ALIGHIERI;15121;CENTRO;53;;2001-08-31;438;1469989.5712047;4973373.46028216
